Text1,Text2,Doc,Event,Label
In the operation [CASUALTIES-ARG] two terrorists were killed [CASUALTIES-ARG],At around 1 am the final assault was launched inside the building and the [CASUALTIES-ARG] second militant was killed [CASUALTIES-ARG]  an hour later he said, Srinagar gunfight ends 2 Lashkar men killed.  The nearly 30-hour-long gunfight in Srinagar city ended today with the killing of two holed up militants.  The two militants were hiding in an under-construction multi-storey building at Karan Nagar after they failed to attack a Central Reserve Police Force CRPF camp in the wee hours on Monday.  The government had imposed restrictions in the old city to avoid any law and order situation during the anti-militancy operation.  “The encounter concluded this afternoon.  In the operation two terrorists were killed.  Their identity is being ascertained.  The incriminating material we recovered from them suggests they were from the Lashkar-e-Toiba” Inspector General of Police Kashmir Swayam Prakash Pani said.  During the encounter one CRPF man was killed and one policeman suffered bullet injuries but his condition is stable.  The IGP said the operation was carried out in the congested locality and a lot of civilian population was around.  “While the operation was planned immediately the civilian population was moved from the area and we thank the citizens of Srinagar city for cooperating with us.  Because of the help of the community we could take out the residents from the encounter site.  Subsequently a deliberate assault line was planned by the CRPF and Special Operation Group of the J&K Police.  There was no collateral damage during the operation” he said.  Sources privy to the operation said the highly-trained militants were shifting from one room to another and that prolonged the operation.  “We fired a number of rockets to break the walls of the building.  Once we were successful in it the militant movement was restricted and they took position on the ground floor.  At 11 am we were able to neutralise the first militant” a security official said.  The exchange of fire continued and another militant was injured.  “At around 1 am the final assault was launched inside the building and the second militant was killed an hour later” he said.  Two AK-47 rifles eight AK-47 magazines and other war-like stores were recovered from the encounter site.  A possible fidayeen attack was foiled on Monday when an alert sentry at Karan Nagar noticed two militants armed with AK-47s and rucksacks approaching the CRPF Battalion Headquarters at Karan Nagar.  The sentry opened fire and the militants fled from the spot and took shelter in a partially constructed multi-storey building in the area.  A contact with the militants was established around 10 am.,TERRORIST_ATTACK,1
During the encounter one [CASUALTIES-ARG] CRPF man was killed and one policeman suffered bullet injuries [CASUALTIES-ARG]  but his condition is stable,The exchange of fire continued and [CASUALTIES-ARG] another militant was injured [CASUALTIES-ARG], Srinagar gunfight ends 2 Lashkar men killed.  The nearly 30-hour-long gunfight in Srinagar city ended today with the killing of two holed up militants.  The two militants were hiding in an under-construction multi-storey building at Karan Nagar after they failed to attack a Central Reserve Police Force CRPF camp in the wee hours on Monday.  The government had imposed restrictions in the old city to avoid any law and order situation during the anti-militancy operation.  “The encounter concluded this afternoon.  In the operation two terrorists were killed.  Their identity is being ascertained.  The incriminating material we recovered from them suggests they were from the Lashkar-e-Toiba” Inspector General of Police Kashmir Swayam Prakash Pani said.  During the encounter one CRPF man was killed and one policeman suffered bullet injuries but his condition is stable.  The IGP said the operation was carried out in the congested locality and a lot of civilian population was around.  “While the operation was planned immediately the civilian population was moved from the area and we thank the citizens of Srinagar city for cooperating with us.  Because of the help of the community we could take out the residents from the encounter site.  Subsequently a deliberate assault line was planned by the CRPF and Special Operation Group of the J&K Police.  There was no collateral damage during the operation” he said.  Sources privy to the operation said the highly-trained militants were shifting from one room to another and that prolonged the operation.  “We fired a number of rockets to break the walls of the building.  Once we were successful in it the militant movement was restricted and they took position on the ground floor.  At 11 am we were able to neutralise the first militant” a security official said.  The exchange of fire continued and another militant was injured.  “At around 1 am the final assault was launched inside the building and the second militant was killed an hour later” he said.  Two AK-47 rifles eight AK-47 magazines and other war-like stores were recovered from the encounter site.  A possible fidayeen attack was foiled on Monday when an alert sentry at Karan Nagar noticed two militants armed with AK-47s and rucksacks approaching the CRPF Battalion Headquarters at Karan Nagar.  The sentry opened fire and the militants fled from the spot and took shelter in a partially constructed multi-storey building in the area.  A contact with the militants was established around 10 am.,TERRORIST_ATTACK,0
During the encounter one [CASUALTIES-ARG] CRPF man was killed and one policeman suffered bullet injuries [CASUALTIES-ARG]  but his condition is stable,At around 1 am the final assault was launched inside the building and the [CASUALTIES-ARG] second militant was killed [CASUALTIES-ARG]  an hour later he said, Srinagar gunfight ends 2 Lashkar men killed.  The nearly 30-hour-long gunfight in Srinagar city ended today with the killing of two holed up militants.  The two militants were hiding in an under-construction multi-storey building at Karan Nagar after they failed to attack a Central Reserve Police Force CRPF camp in the wee hours on Monday.  The government had imposed restrictions in the old city to avoid any law and order situation during the anti-militancy operation.  “The encounter concluded this afternoon.  In the operation two terrorists were killed.  Their identity is being ascertained.  The incriminating material we recovered from them suggests they were from the Lashkar-e-Toiba” Inspector General of Police Kashmir Swayam Prakash Pani said.  During the encounter one CRPF man was killed and one policeman suffered bullet injuries but his condition is stable.  The IGP said the operation was carried out in the congested locality and a lot of civilian population was around.  “While the operation was planned immediately the civilian population was moved from the area and we thank the citizens of Srinagar city for cooperating with us.  Because of the help of the community we could take out the residents from the encounter site.  Subsequently a deliberate assault line was planned by the CRPF and Special Operation Group of the J&K Police.  There was no collateral damage during the operation” he said.  Sources privy to the operation said the highly-trained militants were shifting from one room to another and that prolonged the operation.  “We fired a number of rockets to break the walls of the building.  Once we were successful in it the militant movement was restricted and they took position on the ground floor.  At 11 am we were able to neutralise the first militant” a security official said.  The exchange of fire continued and another militant was injured.  “At around 1 am the final assault was launched inside the building and the second militant was killed an hour later” he said.  Two AK-47 rifles eight AK-47 magazines and other war-like stores were recovered from the encounter site.  A possible fidayeen attack was foiled on Monday when an alert sentry at Karan Nagar noticed two militants armed with AK-47s and rucksacks approaching the CRPF Battalion Headquarters at Karan Nagar.  The sentry opened fire and the militants fled from the spot and took shelter in a partially constructed multi-storey building in the area.  A contact with the militants was established around 10 am.,TERRORIST_ATTACK,0
The exchange of fire continued and [CASUALTIES-ARG] another militant was injured [CASUALTIES-ARG],At around 1 am the final assault was launched inside the building and the [CASUALTIES-ARG] second militant was killed [CASUALTIES-ARG]  an hour later he said, Srinagar gunfight ends 2 Lashkar men killed.  The nearly 30-hour-long gunfight in Srinagar city ended today with the killing of two holed up militants.  The two militants were hiding in an under-construction multi-storey building at Karan Nagar after they failed to attack a Central Reserve Police Force CRPF camp in the wee hours on Monday.  The government had imposed restrictions in the old city to avoid any law and order situation during the anti-militancy operation.  “The encounter concluded this afternoon.  In the operation two terrorists were killed.  Their identity is being ascertained.  The incriminating material we recovered from them suggests they were from the Lashkar-e-Toiba” Inspector General of Police Kashmir Swayam Prakash Pani said.  During the encounter one CRPF man was killed and one policeman suffered bullet injuries but his condition is stable.  The IGP said the operation was carried out in the congested locality and a lot of civilian population was around.  “While the operation was planned immediately the civilian population was moved from the area and we thank the citizens of Srinagar city for cooperating with us.  Because of the help of the community we could take out the residents from the encounter site.  Subsequently a deliberate assault line was planned by the CRPF and Special Operation Group of the J&K Police.  There was no collateral damage during the operation” he said.  Sources privy to the operation said the highly-trained militants were shifting from one room to another and that prolonged the operation.  “We fired a number of rockets to break the walls of the building.  Once we were successful in it the militant movement was restricted and they took position on the ground floor.  At 11 am we were able to neutralise the first militant” a security official said.  The exchange of fire continued and another militant was injured.  “At around 1 am the final assault was launched inside the building and the second militant was killed an hour later” he said.  Two AK-47 rifles eight AK-47 magazines and other war-like stores were recovered from the encounter site.  A possible fidayeen attack was foiled on Monday when an alert sentry at Karan Nagar noticed two militants armed with AK-47s and rucksacks approaching the CRPF Battalion Headquarters at Karan Nagar.  The sentry opened fire and the militants fled from the spot and took shelter in a partially constructed multi-storey building in the area.  A contact with the militants was established around 10 am.,TERRORIST_ATTACK,0
The [PARTICIPANT-ARG] two militants [PARTICIPANT-ARG]  were hiding in an underconstruction multistorey building at Karan Nagar after they failed to attack a Central Reserve Police Force CRPF camp in the wee hours on Monday,The two militants were hiding in an underconstruction multistorey building at Karan Nagar after they failed to attack a [PARTICIPANT-ARG] Central Reserve Police Force CRPF camp [PARTICIPANT-ARG]  in the wee hours on Monday, Srinagar gunfight ends 2 Lashkar men killed.  The nearly 30-hour-long gunfight in Srinagar city ended today with the killing of two holed up militants.  The two militants were hiding in an under-construction multi-storey building at Karan Nagar after they failed to attack a Central Reserve Police Force CRPF camp in the wee hours on Monday.  The government had imposed restrictions in the old city to avoid any law and order situation during the anti-militancy operation.  “The encounter concluded this afternoon.  In the operation two terrorists were killed.  Their identity is being ascertained.  The incriminating material we recovered from them suggests they were from the Lashkar-e-Toiba” Inspector General of Police Kashmir Swayam Prakash Pani said.  During the encounter one CRPF man was killed and one policeman suffered bullet injuries but his condition is stable.  The IGP said the operation was carried out in the congested locality and a lot of civilian population was around.  “While the operation was planned immediately the civilian population was moved from the area and we thank the citizens of Srinagar city for cooperating with us.  Because of the help of the community we could take out the residents from the encounter site.  Subsequently a deliberate assault line was planned by the CRPF and Special Operation Group of the J&K Police.  There was no collateral damage during the operation” he said.  Sources privy to the operation said the highly-trained militants were shifting from one room to another and that prolonged the operation.  “We fired a number of rockets to break the walls of the building.  Once we were successful in it the militant movement was restricted and they took position on the ground floor.  At 11 am we were able to neutralise the first militant” a security official said.  The exchange of fire continued and another militant was injured.  “At around 1 am the final assault was launched inside the building and the second militant was killed an hour later” he said.  Two AK-47 rifles eight AK-47 magazines and other war-like stores were recovered from the encounter site.  A possible fidayeen attack was foiled on Monday when an alert sentry at Karan Nagar noticed two militants armed with AK-47s and rucksacks approaching the CRPF Battalion Headquarters at Karan Nagar.  The sentry opened fire and the militants fled from the spot and took shelter in a partially constructed multi-storey building in the area.  A contact with the militants was established around 10 am.,TERRORIST_ATTACK,0
The [PARTICIPANT-ARG] two militants [PARTICIPANT-ARG]  were hiding in an underconstruction multistorey building at Karan Nagar after they failed to attack a Central Reserve Police Force CRPF camp in the wee hours on Monday,A possible fidayeen attack was foiled on Monday when an alert [PARTICIPANT-ARG] sentry [PARTICIPANT-ARG]  at Karan Nagar noticed two militants armed with AK47s and rucksacks approaching the CRPF Battalion Headquarters at Karan Nagar, Srinagar gunfight ends 2 Lashkar men killed.  The nearly 30-hour-long gunfight in Srinagar city ended today with the killing of two holed up militants.  The two militants were hiding in an under-construction multi-storey building at Karan Nagar after they failed to attack a Central Reserve Police Force CRPF camp in the wee hours on Monday.  The government had imposed restrictions in the old city to avoid any law and order situation during the anti-militancy operation.  “The encounter concluded this afternoon.  In the operation two terrorists were killed.  Their identity is being ascertained.  The incriminating material we recovered from them suggests they were from the Lashkar-e-Toiba” Inspector General of Police Kashmir Swayam Prakash Pani said.  During the encounter one CRPF man was killed and one policeman suffered bullet injuries but his condition is stable.  The IGP said the operation was carried out in the congested locality and a lot of civilian population was around.  “While the operation was planned immediately the civilian population was moved from the area and we thank the citizens of Srinagar city for cooperating with us.  Because of the help of the community we could take out the residents from the encounter site.  Subsequently a deliberate assault line was planned by the CRPF and Special Operation Group of the J&K Police.  There was no collateral damage during the operation” he said.  Sources privy to the operation said the highly-trained militants were shifting from one room to another and that prolonged the operation.  “We fired a number of rockets to break the walls of the building.  Once we were successful in it the militant movement was restricted and they took position on the ground floor.  At 11 am we were able to neutralise the first militant” a security official said.  The exchange of fire continued and another militant was injured.  “At around 1 am the final assault was launched inside the building and the second militant was killed an hour later” he said.  Two AK-47 rifles eight AK-47 magazines and other war-like stores were recovered from the encounter site.  A possible fidayeen attack was foiled on Monday when an alert sentry at Karan Nagar noticed two militants armed with AK-47s and rucksacks approaching the CRPF Battalion Headquarters at Karan Nagar.  The sentry opened fire and the militants fled from the spot and took shelter in a partially constructed multi-storey building in the area.  A contact with the militants was established around 10 am.,TERRORIST_ATTACK,0
The [PARTICIPANT-ARG] two militants [PARTICIPANT-ARG]  were hiding in an underconstruction multistorey building at Karan Nagar after they failed to attack a Central Reserve Police Force CRPF camp in the wee hours on Monday,The nearly 30hourlong gunfight in Srinagar city ended today with the killing of two holed up [PARTICIPANT-ARG] militants [PARTICIPANT-ARG], Srinagar gunfight ends 2 Lashkar men killed.  The nearly 30-hour-long gunfight in Srinagar city ended today with the killing of two holed up militants.  The two militants were hiding in an under-construction multi-storey building at Karan Nagar after they failed to attack a Central Reserve Police Force CRPF camp in the wee hours on Monday.  The government had imposed restrictions in the old city to avoid any law and order situation during the anti-militancy operation.  “The encounter concluded this afternoon.  In the operation two terrorists were killed.  Their identity is being ascertained.  The incriminating material we recovered from them suggests they were from the Lashkar-e-Toiba” Inspector General of Police Kashmir Swayam Prakash Pani said.  During the encounter one CRPF man was killed and one policeman suffered bullet injuries but his condition is stable.  The IGP said the operation was carried out in the congested locality and a lot of civilian population was around.  “While the operation was planned immediately the civilian population was moved from the area and we thank the citizens of Srinagar city for cooperating with us.  Because of the help of the community we could take out the residents from the encounter site.  Subsequently a deliberate assault line was planned by the CRPF and Special Operation Group of the J&K Police.  There was no collateral damage during the operation” he said.  Sources privy to the operation said the highly-trained militants were shifting from one room to another and that prolonged the operation.  “We fired a number of rockets to break the walls of the building.  Once we were successful in it the militant movement was restricted and they took position on the ground floor.  At 11 am we were able to neutralise the first militant” a security official said.  The exchange of fire continued and another militant was injured.  “At around 1 am the final assault was launched inside the building and the second militant was killed an hour later” he said.  Two AK-47 rifles eight AK-47 magazines and other war-like stores were recovered from the encounter site.  A possible fidayeen attack was foiled on Monday when an alert sentry at Karan Nagar noticed two militants armed with AK-47s and rucksacks approaching the CRPF Battalion Headquarters at Karan Nagar.  The sentry opened fire and the militants fled from the spot and took shelter in a partially constructed multi-storey building in the area.  A contact with the militants was established around 10 am.,TERRORIST_ATTACK,1
The two militants were hiding in an underconstruction multistorey building at Karan Nagar after they failed to attack a [PARTICIPANT-ARG] Central Reserve Police Force CRPF camp [PARTICIPANT-ARG]  in the wee hours on Monday,A possible fidayeen attack was foiled on Monday when an alert [PARTICIPANT-ARG] sentry [PARTICIPANT-ARG]  at Karan Nagar noticed two militants armed with AK47s and rucksacks approaching the CRPF Battalion Headquarters at Karan Nagar, Srinagar gunfight ends 2 Lashkar men killed.  The nearly 30-hour-long gunfight in Srinagar city ended today with the killing of two holed up militants.  The two militants were hiding in an under-construction multi-storey building at Karan Nagar after they failed to attack a Central Reserve Police Force CRPF camp in the wee hours on Monday.  The government had imposed restrictions in the old city to avoid any law and order situation during the anti-militancy operation.  “The encounter concluded this afternoon.  In the operation two terrorists were killed.  Their identity is being ascertained.  The incriminating material we recovered from them suggests they were from the Lashkar-e-Toiba” Inspector General of Police Kashmir Swayam Prakash Pani said.  During the encounter one CRPF man was killed and one policeman suffered bullet injuries but his condition is stable.  The IGP said the operation was carried out in the congested locality and a lot of civilian population was around.  “While the operation was planned immediately the civilian population was moved from the area and we thank the citizens of Srinagar city for cooperating with us.  Because of the help of the community we could take out the residents from the encounter site.  Subsequently a deliberate assault line was planned by the CRPF and Special Operation Group of the J&K Police.  There was no collateral damage during the operation” he said.  Sources privy to the operation said the highly-trained militants were shifting from one room to another and that prolonged the operation.  “We fired a number of rockets to break the walls of the building.  Once we were successful in it the militant movement was restricted and they took position on the ground floor.  At 11 am we were able to neutralise the first militant” a security official said.  The exchange of fire continued and another militant was injured.  “At around 1 am the final assault was launched inside the building and the second militant was killed an hour later” he said.  Two AK-47 rifles eight AK-47 magazines and other war-like stores were recovered from the encounter site.  A possible fidayeen attack was foiled on Monday when an alert sentry at Karan Nagar noticed two militants armed with AK-47s and rucksacks approaching the CRPF Battalion Headquarters at Karan Nagar.  The sentry opened fire and the militants fled from the spot and took shelter in a partially constructed multi-storey building in the area.  A contact with the militants was established around 10 am.,TERRORIST_ATTACK,1
The two militants were hiding in an underconstruction multistorey building at Karan Nagar after they failed to attack a [PARTICIPANT-ARG] Central Reserve Police Force CRPF camp [PARTICIPANT-ARG]  in the wee hours on Monday,The nearly 30hourlong gunfight in Srinagar city ended today with the killing of two holed up [PARTICIPANT-ARG] militants [PARTICIPANT-ARG], Srinagar gunfight ends 2 Lashkar men killed.  The nearly 30-hour-long gunfight in Srinagar city ended today with the killing of two holed up militants.  The two militants were hiding in an under-construction multi-storey building at Karan Nagar after they failed to attack a Central Reserve Police Force CRPF camp in the wee hours on Monday.  The government had imposed restrictions in the old city to avoid any law and order situation during the anti-militancy operation.  “The encounter concluded this afternoon.  In the operation two terrorists were killed.  Their identity is being ascertained.  The incriminating material we recovered from them suggests they were from the Lashkar-e-Toiba” Inspector General of Police Kashmir Swayam Prakash Pani said.  During the encounter one CRPF man was killed and one policeman suffered bullet injuries but his condition is stable.  The IGP said the operation was carried out in the congested locality and a lot of civilian population was around.  “While the operation was planned immediately the civilian population was moved from the area and we thank the citizens of Srinagar city for cooperating with us.  Because of the help of the community we could take out the residents from the encounter site.  Subsequently a deliberate assault line was planned by the CRPF and Special Operation Group of the J&K Police.  There was no collateral damage during the operation” he said.  Sources privy to the operation said the highly-trained militants were shifting from one room to another and that prolonged the operation.  “We fired a number of rockets to break the walls of the building.  Once we were successful in it the militant movement was restricted and they took position on the ground floor.  At 11 am we were able to neutralise the first militant” a security official said.  The exchange of fire continued and another militant was injured.  “At around 1 am the final assault was launched inside the building and the second militant was killed an hour later” he said.  Two AK-47 rifles eight AK-47 magazines and other war-like stores were recovered from the encounter site.  A possible fidayeen attack was foiled on Monday when an alert sentry at Karan Nagar noticed two militants armed with AK-47s and rucksacks approaching the CRPF Battalion Headquarters at Karan Nagar.  The sentry opened fire and the militants fled from the spot and took shelter in a partially constructed multi-storey building in the area.  A contact with the militants was established around 10 am.,TERRORIST_ATTACK,0
A possible fidayeen attack was foiled on Monday when an alert [PARTICIPANT-ARG] sentry [PARTICIPANT-ARG]  at Karan Nagar noticed two militants armed with AK47s and rucksacks approaching the CRPF Battalion Headquarters at Karan Nagar,The nearly 30hourlong gunfight in Srinagar city ended today with the killing of two holed up [PARTICIPANT-ARG] militants [PARTICIPANT-ARG], Srinagar gunfight ends 2 Lashkar men killed.  The nearly 30-hour-long gunfight in Srinagar city ended today with the killing of two holed up militants.  The two militants were hiding in an under-construction multi-storey building at Karan Nagar after they failed to attack a Central Reserve Police Force CRPF camp in the wee hours on Monday.  The government had imposed restrictions in the old city to avoid any law and order situation during the anti-militancy operation.  “The encounter concluded this afternoon.  In the operation two terrorists were killed.  Their identity is being ascertained.  The incriminating material we recovered from them suggests they were from the Lashkar-e-Toiba” Inspector General of Police Kashmir Swayam Prakash Pani said.  During the encounter one CRPF man was killed and one policeman suffered bullet injuries but his condition is stable.  The IGP said the operation was carried out in the congested locality and a lot of civilian population was around.  “While the operation was planned immediately the civilian population was moved from the area and we thank the citizens of Srinagar city for cooperating with us.  Because of the help of the community we could take out the residents from the encounter site.  Subsequently a deliberate assault line was planned by the CRPF and Special Operation Group of the J&K Police.  There was no collateral damage during the operation” he said.  Sources privy to the operation said the highly-trained militants were shifting from one room to another and that prolonged the operation.  “We fired a number of rockets to break the walls of the building.  Once we were successful in it the militant movement was restricted and they took position on the ground floor.  At 11 am we were able to neutralise the first militant” a security official said.  The exchange of fire continued and another militant was injured.  “At around 1 am the final assault was launched inside the building and the second militant was killed an hour later” he said.  Two AK-47 rifles eight AK-47 magazines and other war-like stores were recovered from the encounter site.  A possible fidayeen attack was foiled on Monday when an alert sentry at Karan Nagar noticed two militants armed with AK-47s and rucksacks approaching the CRPF Battalion Headquarters at Karan Nagar.  The sentry opened fire and the militants fled from the spot and took shelter in a partially constructed multi-storey building in the area.  A contact with the militants was established around 10 am.,TERRORIST_ATTACK,0
6 houses gutted in [PLACE-ARG] Kullu village [PLACE-ARG],Kullu February 23 Six houses consisting of 29 rooms were gutted due to forest fire in [PLACE-ARG] Dagaini village of Anni subdivision [PLACE-ARG]  today, 6 houses gutted in Kullu village.  Kullu February 23 Six houses consisting of 29 rooms were gutted due to forest fire in Dagaini village of Anni subdivision today.  The fire reportedly spread from the nearby forest and engulfed some houses of the village.  Some cowsheds having livestock and a vehicle were also reportedly burnt.  The fire was later doused by villagers as the fire tender could not reach the spot due to the narrow forest road.  Kullu Deputy Commissioner Yunus Khan said a team of officials along with Anni SDM Puja Chauhan reached the spot and carried out the relief and rescue operations.  He said 17 families were affected due to the calamity.  He said the families were provided with immediate relief.  The DC said tarpaulin quilts blankets mattresses utensils and ration were disbursed to the victims.  He added that arrangement for temporary shelter for the fire-affected families was made in other houses in the village.  He said the administration would extend all possible support to the fire-affected persons and compensation would be provided as per the relief manual at the earliest. ,FIRE,0
[CASUALTIES-ARG] 6 houses [CASUALTIES-ARG]  gutted in Kullu village,Kullu February 23 [CASUALTIES-ARG] Six houses consisting of 29 rooms were gutted [CASUALTIES-ARG]  due to forest fire in Dagaini village of Anni subdivision today, 6 houses gutted in Kullu village.  Kullu February 23 Six houses consisting of 29 rooms were gutted due to forest fire in Dagaini village of Anni subdivision today.  The fire reportedly spread from the nearby forest and engulfed some houses of the village.  Some cowsheds having livestock and a vehicle were also reportedly burnt.  The fire was later doused by villagers as the fire tender could not reach the spot due to the narrow forest road.  Kullu Deputy Commissioner Yunus Khan said a team of officials along with Anni SDM Puja Chauhan reached the spot and carried out the relief and rescue operations.  He said 17 families were affected due to the calamity.  He said the families were provided with immediate relief.  The DC said tarpaulin quilts blankets mattresses utensils and ration were disbursed to the victims.  He added that arrangement for temporary shelter for the fire-affected families was made in other houses in the village.  He said the administration would extend all possible support to the fire-affected persons and compensation would be provided as per the relief manual at the earliest. ,FIRE,1
[CASUALTIES-ARG] 6 houses [CASUALTIES-ARG]  gutted in Kullu village,The fire reportedly spread from the nearby forest and [CASUALTIES-ARG] engulfed some houses of the village [CASUALTIES-ARG], 6 houses gutted in Kullu village.  Kullu February 23 Six houses consisting of 29 rooms were gutted due to forest fire in Dagaini village of Anni subdivision today.  The fire reportedly spread from the nearby forest and engulfed some houses of the village.  Some cowsheds having livestock and a vehicle were also reportedly burnt.  The fire was later doused by villagers as the fire tender could not reach the spot due to the narrow forest road.  Kullu Deputy Commissioner Yunus Khan said a team of officials along with Anni SDM Puja Chauhan reached the spot and carried out the relief and rescue operations.  He said 17 families were affected due to the calamity.  He said the families were provided with immediate relief.  The DC said tarpaulin quilts blankets mattresses utensils and ration were disbursed to the victims.  He added that arrangement for temporary shelter for the fire-affected families was made in other houses in the village.  He said the administration would extend all possible support to the fire-affected persons and compensation would be provided as per the relief manual at the earliest. ,FIRE,1
[CASUALTIES-ARG] 6 houses [CASUALTIES-ARG]  gutted in Kullu village,[CASUALTIES-ARG] Some cowsheds having livestock and a vehicle were also reportedly burnt [CASUALTIES-ARG], 6 houses gutted in Kullu village.  Kullu February 23 Six houses consisting of 29 rooms were gutted due to forest fire in Dagaini village of Anni subdivision today.  The fire reportedly spread from the nearby forest and engulfed some houses of the village.  Some cowsheds having livestock and a vehicle were also reportedly burnt.  The fire was later doused by villagers as the fire tender could not reach the spot due to the narrow forest road.  Kullu Deputy Commissioner Yunus Khan said a team of officials along with Anni SDM Puja Chauhan reached the spot and carried out the relief and rescue operations.  He said 17 families were affected due to the calamity.  He said the families were provided with immediate relief.  The DC said tarpaulin quilts blankets mattresses utensils and ration were disbursed to the victims.  He added that arrangement for temporary shelter for the fire-affected families was made in other houses in the village.  He said the administration would extend all possible support to the fire-affected persons and compensation would be provided as per the relief manual at the earliest. ,FIRE,0
[CASUALTIES-ARG] 6 houses [CASUALTIES-ARG]  gutted in Kullu village,He said [CASUALTIES-ARG] 17 families were affected [CASUALTIES-ARG]  due to the calamity, 6 houses gutted in Kullu village.  Kullu February 23 Six houses consisting of 29 rooms were gutted due to forest fire in Dagaini village of Anni subdivision today.  The fire reportedly spread from the nearby forest and engulfed some houses of the village.  Some cowsheds having livestock and a vehicle were also reportedly burnt.  The fire was later doused by villagers as the fire tender could not reach the spot due to the narrow forest road.  Kullu Deputy Commissioner Yunus Khan said a team of officials along with Anni SDM Puja Chauhan reached the spot and carried out the relief and rescue operations.  He said 17 families were affected due to the calamity.  He said the families were provided with immediate relief.  The DC said tarpaulin quilts blankets mattresses utensils and ration were disbursed to the victims.  He added that arrangement for temporary shelter for the fire-affected families was made in other houses in the village.  He said the administration would extend all possible support to the fire-affected persons and compensation would be provided as per the relief manual at the earliest. ,FIRE,0
Kullu February 23 [CASUALTIES-ARG] Six houses consisting of 29 rooms were gutted [CASUALTIES-ARG]  due to forest fire in Dagaini village of Anni subdivision today,The fire reportedly spread from the nearby forest and [CASUALTIES-ARG] engulfed some houses of the village [CASUALTIES-ARG], 6 houses gutted in Kullu village.  Kullu February 23 Six houses consisting of 29 rooms were gutted due to forest fire in Dagaini village of Anni subdivision today.  The fire reportedly spread from the nearby forest and engulfed some houses of the village.  Some cowsheds having livestock and a vehicle were also reportedly burnt.  The fire was later doused by villagers as the fire tender could not reach the spot due to the narrow forest road.  Kullu Deputy Commissioner Yunus Khan said a team of officials along with Anni SDM Puja Chauhan reached the spot and carried out the relief and rescue operations.  He said 17 families were affected due to the calamity.  He said the families were provided with immediate relief.  The DC said tarpaulin quilts blankets mattresses utensils and ration were disbursed to the victims.  He added that arrangement for temporary shelter for the fire-affected families was made in other houses in the village.  He said the administration would extend all possible support to the fire-affected persons and compensation would be provided as per the relief manual at the earliest. ,FIRE,1
Kullu February 23 [CASUALTIES-ARG] Six houses consisting of 29 rooms were gutted [CASUALTIES-ARG]  due to forest fire in Dagaini village of Anni subdivision today,[CASUALTIES-ARG] Some cowsheds having livestock and a vehicle were also reportedly burnt [CASUALTIES-ARG], 6 houses gutted in Kullu village.  Kullu February 23 Six houses consisting of 29 rooms were gutted due to forest fire in Dagaini village of Anni subdivision today.  The fire reportedly spread from the nearby forest and engulfed some houses of the village.  Some cowsheds having livestock and a vehicle were also reportedly burnt.  The fire was later doused by villagers as the fire tender could not reach the spot due to the narrow forest road.  Kullu Deputy Commissioner Yunus Khan said a team of officials along with Anni SDM Puja Chauhan reached the spot and carried out the relief and rescue operations.  He said 17 families were affected due to the calamity.  He said the families were provided with immediate relief.  The DC said tarpaulin quilts blankets mattresses utensils and ration were disbursed to the victims.  He added that arrangement for temporary shelter for the fire-affected families was made in other houses in the village.  He said the administration would extend all possible support to the fire-affected persons and compensation would be provided as per the relief manual at the earliest. ,FIRE,0
Kullu February 23 [CASUALTIES-ARG] Six houses consisting of 29 rooms were gutted [CASUALTIES-ARG]  due to forest fire in Dagaini village of Anni subdivision today,He said [CASUALTIES-ARG] 17 families were affected [CASUALTIES-ARG]  due to the calamity, 6 houses gutted in Kullu village.  Kullu February 23 Six houses consisting of 29 rooms were gutted due to forest fire in Dagaini village of Anni subdivision today.  The fire reportedly spread from the nearby forest and engulfed some houses of the village.  Some cowsheds having livestock and a vehicle were also reportedly burnt.  The fire was later doused by villagers as the fire tender could not reach the spot due to the narrow forest road.  Kullu Deputy Commissioner Yunus Khan said a team of officials along with Anni SDM Puja Chauhan reached the spot and carried out the relief and rescue operations.  He said 17 families were affected due to the calamity.  He said the families were provided with immediate relief.  The DC said tarpaulin quilts blankets mattresses utensils and ration were disbursed to the victims.  He added that arrangement for temporary shelter for the fire-affected families was made in other houses in the village.  He said the administration would extend all possible support to the fire-affected persons and compensation would be provided as per the relief manual at the earliest. ,FIRE,0
The fire reportedly spread from the nearby forest and [CASUALTIES-ARG] engulfed some houses of the village [CASUALTIES-ARG],[CASUALTIES-ARG] Some cowsheds having livestock and a vehicle were also reportedly burnt [CASUALTIES-ARG], 6 houses gutted in Kullu village.  Kullu February 23 Six houses consisting of 29 rooms were gutted due to forest fire in Dagaini village of Anni subdivision today.  The fire reportedly spread from the nearby forest and engulfed some houses of the village.  Some cowsheds having livestock and a vehicle were also reportedly burnt.  The fire was later doused by villagers as the fire tender could not reach the spot due to the narrow forest road.  Kullu Deputy Commissioner Yunus Khan said a team of officials along with Anni SDM Puja Chauhan reached the spot and carried out the relief and rescue operations.  He said 17 families were affected due to the calamity.  He said the families were provided with immediate relief.  The DC said tarpaulin quilts blankets mattresses utensils and ration were disbursed to the victims.  He added that arrangement for temporary shelter for the fire-affected families was made in other houses in the village.  He said the administration would extend all possible support to the fire-affected persons and compensation would be provided as per the relief manual at the earliest. ,FIRE,0
